,Flat Name,Flat address,Configurations,Possession_Starts,Avg. Price,Sizes,About,images,Project Area,Project Size,Launch Date
58,Bachraj Lifespace,"S No. 3/1 & 133/1, YK Nagar NX, Global City, Virar, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Jun, 2024",9.31 K/sq.ft,347.00 sq.ft. - 499.00 sq.ft.,"Lifespace by Bachraj Developers in Virar area of Mumbai is a newly launched residential project. It is currently under construction and is scheduled to be offered for possession by December 2023. The social infrastructure of this area truly deserves special mention. This well-developed area is connected to the major parts of Mumbai. The place is close to well known hospitals, education institutions, recreational areas, etc. the comfort of living gets a bigger and better definition in this cozy residential project. Flats are spacious and well-ventilated. This amazing yet affordable project is registered under the state RERA. The builders are committed to provide you the best living experience and for that they have not compromised with anything. The top notch qualities of the building with all the modern facilities truly make the perfect home for you and your family. Request for a site visit today to get a better understanding of the project and make it your future home.","['https://is1-3.housingcdn.com/4f2250e8/49149f32b1519164c8f55caccbc08a6c/v0/_p/bachraj_lifespace-virar_west-mumbai-bachraj_developers.jpg', 'https://is1-3.housingcdn.com/4f2250e8/49149f32b1519164c8f55caccbc08a6c/v0/large/bachraj_lifespace-virar_west-mumbai-bachraj_developers.jpg', 'https://img.youtube.com/vi/UmVltwK5v3M/hqdefault.jpg', 'https://is1-2.housingcdn.com/012c1500/0b4a80a4b5fbf019f7ea76d4df6ee2e2/v0/_p.jpg']",2 Acres,1 Building - 488 units,"Dec, 2018"
59,Shripal Shanti,"Evershine Homes Road, Bolinj, Virar, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments",Under Construction,6.65 K/sq.ft,478.00 sq.ft. - 652.00 sq.ft.,"Launching !!! Shripal Shanti Affordable Homes meets Luxury LifestyleA Gated Community with lots of Open Space, Luxurious Lifestyle & Best AmenitiesLocation : Shripal Shanti, YK Nagar NX, Virar WestMore than 35 years of experience in construction Super Spacious 1BHK & 2BHK Homes starting at 37.42 Lacs*All Flats Vastu Compliant3 Towers : 23 Floors each with 3 Lifts in each TowerThe main USP’s The only project with 23 floors in this locality.1. Big Size flats (these are the largest carpet areas in Virar for both 1BHK and 2BHK) 2. Best amenities and lots of open space 3. Located at YK Nagar Nx right next to bachraj 4. Highlight Scheme : Pay Just 10% now, 90% on Fit-Outs5. Renowned developer who have completed more than 100 buildings in Virar and other parts","['https://is1-2.housingcdn.com/4f2250e8/3b215102443c304b314bfcf9567d890b/v0/_p/shripal_shanti-virar_west-mumbai-shripal_shanti_llp.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/3b215102443c304b314bfcf9567d890b/v0/large/shripal_shanti-virar_west-mumbai-shripal_shanti_llp.jpeg', 'https://img.youtube.com/vi/B-3dMxQUPW8/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/0a2f3e8ff70227dd58372fc9ae1588d1/v0/_p.jpg']",,,
60,Evershine Amavi 303 Phase 1,"Avenue I, Evershine Globle City, Dongarpada, Rustomjee Global City, Virar, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Dec, 2022",7.67 K/sq.ft,402.00 sq.ft. - 573.00 sq.ft.,"Residential project, Evershine Amavi 303 Phase 1 in Mumbai is offering units for sale in Virar West. Check out some Apartment that suit your lifestyle and liking. Possession date of Evershine Amavi 303 Phase 1 is Dec, 2022. The property offers 1 BHK, 2 BHK units. As per the area plan, units are in the size range of 402.0 - 573.0 sq.ft.. There are 10 buildings in this project. Contact for further details. Evershine Amavi 303 Phase 1 is located in Avenue I, Evershine Globle City, Dongarpada, Rustomjee Global City, Virar West, Virar.In terms of facilities, Evershine Amavi 303 Phase 1 is loaded with multiple offerings such as Gymnasium. Immerse yourself in a world of sports with provisions for Tennis Court. The property has Fire Protection And Fire Safety Requirements. There is provision for Closed Car Parking.Evershine Amavi 303 Phase 1 follows all rules as prescribed by the state RERA. All details are furnished on the RERA portal as well.ID is P99000024780.Evershine Builders Pvt. Ltd. is a very well-known developer-firm in this real estate market. The company started its operations in 1960 and has went on to build 47 projects so far. Residents and their lifestyle are at the centre of their developments.Prominent suburbs of Mumbai are close by to Virar West and with several schools, hospitals, banks and offices situated in the proximity, the project is a preferred choice for home seekers.","['https://is1-2.housingcdn.com/4f2250e8/edfd63b04a081a9c171ca61a9290fad7/v0/_p/evershine_amavi_303_phase_1-virar_west-mumbai-evershine_builders_pvt_ltd.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/edfd63b04a081a9c171ca61a9290fad7/v0/large/evershine_amavi_303_phase_1-virar_west-mumbai-evershine_builders_pvt_ltd.jpeg', 'https://img.youtube.com/vi/EnAoSoj5lQY/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/047901023b2590be8ac3bf3f1d29e911/v0/_p.jpeg']",4 Acres,10 Buildings,
61,Joyville Virar,"Stephen Menezes Marg, Off Bolinj Sopara Road, Opp Christ The King Church, Virar West, Mira Road and Beyond, Mumbai","1, 2, 3 BHK Apartments","Dec, 2023",Price on request,439.00 sq.ft. - 876.00 sq.ft.,"Thoughtfully planned by Shapoorji Pallonji Joyville, Virar offers an enthralling lifestyle. Life here greets you with a smile every day. Amidst the hustle and bustle of life, this is your oasis of wonderful experiences. Joville endeavours to be the gold standard for the mid-segment housing segment in India, through homes that empower the customer with the best of everything and offer the maximum value per square foot.At Joyville, we build homes that empower aspirational Indian buyers to step up towards their dreams. Our resourceful thinking, innovative mindset, value-driven approach and unparalleled experience garnered over 150 years enable us to maximize the value that we create for our customers at every step of the way.     True to our roots, we inspire trust by adhering to uncompromisingly high standards in everything that we do, from the quality of construction, to the level of customer service, to the array of building amenities, and beyond. For our customers, this translates into peace of mind, genuine happiness and a deep sense of fulfilment. After all, a home is a reflection of one’s desires and achievements – the badge of honour that one wears with pride and joy.*Palm Meadows comprise of : Palm Meadows 1 - MahaRERA no. P99000019531 & Palm Meadows 2 - MahaRERA no. P99000019538, MahaRERA Registration Number: SUMMIT & PINNACLE - P51900000444 | CREST - P99000013612 | Meridian - P99000018521.Campaign Disclaimer - *Assured rent of Rs. 12,000 per month is applicable only for 2 BHKs which are garden facing units of Tower Summit and Pinnacle. Rent offered to the customer will be applicable till the actual date of possession. Actual date of possession refers to the date when the possession letter is sent to customer. This scheme is applicable for bookings done till 31st August, 2019. **The starting price of Rs. 57.7 lacs is for a 2 BHK Delight in Tower Summit of flat number 2002. The amenities, specification, facilities, surrounding infrastructure, stock images and features shown and/or mentioned and the image renders used herein are purely indicative and promotional. This is only an invitation to offer and does not constitute an offer. The purpose of this brochure/booklet/prospectus/advertisement is to indicate to the customers the extent of the amenities and facilities that may come up in the project as per the present approved layout. This project is financed by and mortga ged to RBL Bank Ltd. An NOC from RBL Bank Ltd. for sale of flats, shall be provided.","['https://is1-2.housingcdn.com/4f2250e8/474f5e97eb1aff1ed4d14aa2a7bcc690/v0/_p/joyville_virar-virar_west-mumbai-shapoorji_pallonji_real_estate.png', 'https://is1-2.housingcdn.com/4f2250e8/474f5e97eb1aff1ed4d14aa2a7bcc690/v0/large/joyville_virar-virar_west-mumbai-shapoorji_pallonji_real_estate.png', 'https://img.youtube.com/vi/g1jUlQIULGs/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/0d776cda6dbad8ccc1264237d50607d0/v0/_p.jpeg']",7.3 Acres,,"Apr, 2017"
62,Sairam Shreeram Complex Bldg No 12 A And B Wings Residential,"Survey No 316 B At Vasai Virar City (MCorp), Virar, Mira Road and Beyond, Mumbai","1, 2, 3 BHK Apartments","Jun, 2024",9.23 K/sq.ft,382.00 sq.ft. - 768.00 sq.ft.,"Sairam Shreeram Complex Bldg No 12 A And B Wings Residential is an upcoming housing project at Virar West in Virar, being developed by Sairam Realtors. Keeping in mind the needs of modern lifestyle of residents, the project provides various amenities. Sairam Shreeram Complex Bldg No 12 A And B Wings Residential encompasses amenities such as . ATMS, medical facilities, education institutions, and parks are within easy reach. The area is also well-connected by bus and road network. ","['https://is1-3.housingcdn.com/4f2250e8/7459d27daa27e645a34b9ceb8320deba/v0/_p/sairam_shreeram_complex_bldg_no_12_a_and_b_wings_residential-virar_west-mumbai-sairam_realtors.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/7459d27daa27e645a34b9ceb8320deba/v0/large/sairam_shreeram_complex_bldg_no_12_a_and_b_wings_residential-virar_west-mumbai-sairam_realtors.jpeg', 'https://is1-2.housingcdn.com/012c1500/2ef683ff0afb2efb4efce7fa1540b04a/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/3b6b2cf4ee878f69a87ba0f0d9006438/v0/_p.jpeg']",,2 Buildings - 76 units,"Jun, 2018"
63,Shripal Shanti,"Evershine Homes Road, Bolinj, Virar, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments",Under Construction,6.65 K/sq.ft,478.00 sq.ft. - 652.00 sq.ft.,"Launching !!! Shripal Shanti Affordable Homes meets Luxury LifestyleA Gated Community with lots of Open Space, Luxurious Lifestyle & Best AmenitiesLocation : Shripal Shanti, YK Nagar NX, Virar WestMore than 35 years of experience in construction Super Spacious 1BHK & 2BHK Homes starting at 37.42 Lacs*All Flats Vastu Compliant3 Towers : 23 Floors each with 3 Lifts in each TowerThe main USP’s The only project with 23 floors in this locality.1. Big Size flats (these are the largest carpet areas in Virar for both 1BHK and 2BHK) 2. Best amenities and lots of open space 3. Located at YK Nagar Nx right next to bachraj 4. Highlight Scheme : Pay Just 10% now, 90% on Fit-Outs5. Renowned developer who have completed more than 100 buildings in Virar and other parts","['https://is1-2.housingcdn.com/4f2250e8/3b215102443c304b314bfcf9567d890b/v0/_p/shripal_shanti-virar_west-mumbai-shripal_shanti_llp.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/3b215102443c304b314bfcf9567d890b/v0/large/shripal_shanti-virar_west-mumbai-shripal_shanti_llp.jpeg', 'https://img.youtube.com/vi/B-3dMxQUPW8/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/0a2f3e8ff70227dd58372fc9ae1588d1/v0/_p.jpg']",,,
64,Smriti Heights,"Vasai-Virar City (M Corp), Virar, Mumbai, Mira Road and Beyond, Mumbai",1 BHK Apartment,"Jun, 2023",6.89 K/sq.ft,407.00 sq.ft. - 427.00 sq.ft.,"Smriti Heights, a project by Smriti Developer, is located at Virar in Mumbai. The project comprises 1 BHK and 2 BHK apartments ranging from 407 square foot to 605 square foot.The amenities include closed car parking, landscaping and tree planting, water conservation and rainwater harvesting.Virar is a fast-developing residential destination which offers serene living experience with all modern conveniences. Virar has beaches and old churches. Banks, schools, hospitals, parks, grocery shops, movie theaters and restaurants are all within a 2-kilometre radius of Smriti Heights. It is well-connected to other parts of the city by trains and buses.","['https://is1-2.housingcdn.com/4f2250e8/b3b2257df6e93b02ad99a23435e9b08a/v0/_p/smriti_heights-virar_east-mumbai-smriti_developer.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/b3b2257df6e93b02ad99a23435e9b08a/v0/large/smriti_heights-virar_east-mumbai-smriti_developer.jpeg', 'https://is1-3.housingcdn.com/012c1500/3f98a19ba94e0e04b3a48a3470cfbf57/v0/_p.jpeg']",,1 Building - 71 units,"Jan, 2018"
65,Chetana Gurudutta Tower,"Phoolpada Road, Gurudutt Nagar, Virar East, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments",Ready to Move,4.20 K/sq.ft,550.00 sq.ft. - 600.00 sq.ft.,"Gurudutta Tower is one of the unique and elegant residential creation by Chetana Builders & Developers at Virar East in Mumbai. This strong and reliable creation is accommodating all the facilities. Offering you ultra-modern lifestyle, every apartment is well-appointed with world-class features and specifications so that you can spend your entire life in comfort and hassle-free. With a host of amenities and facilities nearby, you can easily access without any hustle and bustle. Inviting you to experience all-together a new level of luxury you will surely raise your standard of living. Gurudutta Tower is a perfect residential abode for you to reside with your loved ones.","['https://is1-3.housingcdn.com/4f2250e8/f47a013586937ffd8c25764d0353f94f/v7/_p/chetana_gurudutta_tower-virar_east-mumbai-chetana_builders__developers.jpg', 'https://is1-3.housingcdn.com/4f2250e8/f47a013586937ffd8c25764d0353f94f/v7/large/chetana_gurudutta_tower-virar_east-mumbai-chetana_builders__developers.jpg', 'https://is1-3.housingcdn.com/91aba65c/53521ef44f28d2f19a0a4e0cf4ad9ca4/v8/_p.jpg', 'https://is1-3.housingcdn.com/91aba65c/1a3ab105f666327df2b9d02a0e42f57d/v8/_p.jpg']",,1 Building - 96 units,
66,V M S Mohak City Florence,"Virar, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Oct, 2020",5.25 K/sq.ft,595.00 sq.ft. - 755.00 sq.ft.,"There are various amenities in V M S Mohak City Florence with Gated Community to name a few. Located close to prominent suburbs of Virar, the area of Mumbai Metropolitan Region has prominent schools and hospitals within a close distance.","['https://is1-3.housingcdn.com/4f2250e8/48344293064b65104d328b90933b9e25/v0/_p/v_m_s_mohak_city_florence-virar_east-mumbai-v_m_s_enterprises.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/48344293064b65104d328b90933b9e25/v0/large/v_m_s_mohak_city_florence-virar_east-mumbai-v_m_s_enterprises.jpeg', 'https://is1-3.housingcdn.com/012c1500/38ef57b66144bca5a495fb5a7d36579a/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/6f2fa027baaca1c7e098a1af90cbdb9f/v0/_p.jpeg']",3 Acres,1 Building - 188 units,"Jan, 2016"
67,Evershine Amavi 303 Phase 1,"Avenue I, Evershine Globle City, Dongarpada, Rustomjee Global City, Virar, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Dec, 2022",7.67 K/sq.ft,402.00 sq.ft. - 573.00 sq.ft.,"Residential project, Evershine Amavi 303 Phase 1 in Mumbai is offering units for sale in Virar West. Check out some Apartment that suit your lifestyle and liking. Possession date of Evershine Amavi 303 Phase 1 is Dec, 2022. The property offers 1 BHK, 2 BHK units. As per the area plan, units are in the size range of 402.0 - 573.0 sq.ft.. There are 10 buildings in this project. Contact for further details. Evershine Amavi 303 Phase 1 is located in Avenue I, Evershine Globle City, Dongarpada, Rustomjee Global City, Virar West, Virar.In terms of facilities, Evershine Amavi 303 Phase 1 is loaded with multiple offerings such as Gymnasium. Immerse yourself in a world of sports with provisions for Tennis Court. The property has Fire Protection And Fire Safety Requirements. There is provision for Closed Car Parking.Evershine Amavi 303 Phase 1 follows all rules as prescribed by the state RERA. All details are furnished on the RERA portal as well.ID is P99000024780.Evershine Builders Pvt. Ltd. is a very well-known developer-firm in this real estate market. The company started its operations in 1960 and has went on to build 47 projects so far. Residents and their lifestyle are at the centre of their developments.Prominent suburbs of Mumbai are close by to Virar West and with several schools, hospitals, banks and offices situated in the proximity, the project is a preferred choice for home seekers.","['https://is1-2.housingcdn.com/4f2250e8/edfd63b04a081a9c171ca61a9290fad7/v0/_p/evershine_amavi_303_phase_1-virar_west-mumbai-evershine_builders_pvt_ltd.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/edfd63b04a081a9c171ca61a9290fad7/v0/large/evershine_amavi_303_phase_1-virar_west-mumbai-evershine_builders_pvt_ltd.jpeg', 'https://img.youtube.com/vi/EnAoSoj5lQY/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/047901023b2590be8ac3bf3f1d29e911/v0/_p.jpeg']",4 Acres,10 Buildings,
68,Om D S Homes Aaradhya Apartment,"Survey No.60, H.No.1,3,6, S.No.61, Virar, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Dec, 2024",8.89 K/sq.ft,334.00 sq.ft. - 504.00 sq.ft.,"There are various amenities in Om D S Homes Aaradhya Apartment with  to name a few. Located close to prominent suburbs of Virar, the area of Palgarh District has prominent schools and hospitals within a close distance.","['https://is1-3.housingcdn.com/4f2250e8/2ef73b8d87da4c71ec089307df935c8b/v0/_p/om_d_s_homes_aaradhya_apartment-virar_east-mumbai-om_vastu_developers.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/2ef73b8d87da4c71ec089307df935c8b/v0/large/om_d_s_homes_aaradhya_apartment-virar_east-mumbai-om_vastu_developers.jpeg', 'https://is1-3.housingcdn.com/012c1500/cc9de96d69d479c5d422cc326587b72e/v0/_p.jpeg', 'https://is1-2.housingcdn.com/012c1500/f8dac9dd2247423bb1ffce0b7eec725d/v0/_p.jpeg']",1 Acres,1 Building,
69,Rachna And Crystal Shanti Classic,"Virar, Mira Road and Beyond, Mumbai","1, 2 BHK Apartments","Jun, 2024",6.69 K/sq.ft,303.00 sq.ft. - 490.00 sq.ft.,"Blessed with top of the range amenities, such as electrical meter room, sub-station, receiving station, fire protection & safety requirements, wide internal roads & footpaths, beautiful landscaping & tree planting, open parking for guests/visitors, effective sewerage (chamber, lines, septic tank, & STP), solid waste management & disposal, storm water drains, bright street lighting, water conservation, rain water harvesting, 24-hours water supply, and closed car parking, among others, is Rachna and Crystal Shanti Classic. Commenced by Rachna and Crystal Developers LLP at Virar in Mumbai, this gated community living space was launched on 0.59 acres of land. The builder, upon completion, will offer 1 and 2 BHK apartments to home buyers. These units will be spread across carpet area measuring between 300 to 491 square feet. Home buyers can expect to receive possession of their dream dwelling in December 2023. A couple of new units are still available for sale here.","['https://is1-2.housingcdn.com/4f2250e8/715c57e703534cce41a58ed9a17b7a91/v0/_p/rachna_and_crystal_shanti_classic-virar_east-mumbai-rachna_and_crystal_developers.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/715c57e703534cce41a58ed9a17b7a91/v0/large/rachna_and_crystal_shanti_classic-virar_east-mumbai-rachna_and_crystal_developers.jpeg', 'https://is1-2.housingcdn.com/012c1500/1579ee4dd1015c83e74aaebdf3648dbc/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/75fe01a17129f234ca06b4950ef474c2/v0/_p.jpeg']",1 Acres,1 Building - 41 units,"Nov, 2019"
70,Shraddha Bunglow,"Manvel Pada Road , Near St Peters Primary School, Ekvira Darshan, Mira Road and Beyond, Mumbai", BHK ,,Price on request,On Request,"Shraddha Bunglow in Virar East, Virar is a residential project. The address of Shraddha Bunglow is Manvel Pada Road , Near St Peters Primary School, Ekvira Darshan.Life at Shraddha Bunglow is suited for every age group. The property offers various offers a convenient living.Virar East is a prime area, with many attractions work and recreational options just a drive away.",[],,,
71,Vaishnavi Classic,"veer savarkar road, Near Durga Mata Temple, Sai Datt Nagar , Mira Road and Beyond, Mumbai", BHK ,,Price on request,On Request,"Vaishnavi Classic is a residential project in Virar East, Virar. Vaishnavi Classic is located in veer savarkar road, Near Durga Mata Temple, Sai Datt Nagar .Enjoy a class-apart lifestyle at Vaishnavi Classic.Virar East is a prime area, with many attractions work and recreational options just a drive away.",[],,,
72,Viva Vedanta,"Opposite Don Bosco Church, Mira Road and Beyond, Mumbai",2 BHK Apartment,Ready to Move,5.00 K/sq.ft,725.00 sq.ft. - 885.00 sq.ft.,"Viva Vedanta is a residential project in Virar East, Mumbai. Viva Vedanta offers Apartment. Available configurations include 2 BHK. Apartment, as per the area plan, are in the size range of 725.0 - 885.0 sq.ft.. The property is Ready to Move. There are 3 buildings for sale. The project was launched in January 2014 and possession date of Viva Vedanta is Dec, 2015. Viva Vedanta is located in Opposite Don Bosco Church. The project is developed by Viva Group. There are 154 units for sale.Viva Vedanta is equipped with various resident-centric amenities that includes Lift. Cycling & Jogging Track - these are some avenues for sports lovers. Enjoy a class-apart lifestyle at Viva Vedanta.Bank finance is approved by major financial institutions like PNB Housing Finance, Axis Bank, LIC Housing Finance, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.This project meets all mandates as required by the state authority. RERA ID of Viva Vedanta is P99000007076.Located close to prominent suburbs of Mumbai, the area of Virar East has prominent schools and hospitals within a close distance.","['https://is1-3.housingcdn.com/4f2250e8/ef3703c878875b3d736ab67f6b1a6079/v5/_p/viva_vedanta-virar_east-mumbai-viva_group.jpg', 'https://is1-3.housingcdn.com/4f2250e8/ef3703c878875b3d736ab67f6b1a6079/v5/large/viva_vedanta-virar_east-mumbai-viva_group.jpg', 'https://is1-2.housingcdn.com/91aba65c/8339d505c73c31cda41503574231d2c7/v8/_p.jpg', 'https://is1-3.housingcdn.com/91aba65c/3e92249ac93126bacfb0d45add27f3e5/v8/_p.jpg']",,3 Buildings - 154 units,"Dec, 2013"
73,Romell Vasanthi,"Veer Savarkar Road, Deendayal Nagar, Mulund East, Central Mumbai Suburbs, Mumbai",2 BHK Apartment,"Jun, 2023",Price on request,663.00 sq.ft.,,"['https://is1-2.housingcdn.com/4f2250e8/02d212bd31f1071bd5ec66715f5a7962/v0/_p/romell_vasanthi-mulund_east-mumbai-romell_group.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/02d212bd31f1071bd5ec66715f5a7962/v0/large/romell_vasanthi-mulund_east-mumbai-romell_group.jpeg', 'https://img.youtube.com/vi/SxvX0bAnmmw/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/0158cbcf91787543af6f267ea091243f/v0/_p.jpg']",,1 Building - 51 units,"Jul, 2019"
74,Lodha Codename Limited Edition,"Mulund East, Central Mumbai Suburbs, Mumbai","2, 2.5, 3, 3.5 BHK Apartments","Dec, 2023",20.06 K/sq.ft,750.00 sq.ft. - 1146.00 sq.ft.,"Property for sale in Mulund East, Mumbai. This project, that is, Lodha Codename Limited Edition is a well designed project by Lodha Group. It is offering Under Construction units. If you are looking at Apartment, you should check out Lodha Codename Limited Edition. Set in an expanse of 2.5 Acres , the property offers a remarkable lifestyle. Available configurations include 2 BHK, 2.5 BHK, 3 BHK, 3.5 BHK. As per the area plan, units are in the size range of 750.0 - 1146.0 sq.ft.. Lodha Codename Limited Edition was launched in May 2021. Project possession is slated for Dec, 2023. Lodha Codename Limited Edition is located in Mulund East.Come home to Lodha Codename Limited Edition. It offers multiple facilities such as Service Lift, Reserved Parking, Gymnasium, Power Backup. For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. If you are passionate about sports, you will enjoy the facilities such as Football Field, Cricket Pitch, Volleyball Court. You will also get access to Library, provisions in the project. The property is equipped with Fire Sprinklers. There is 24x7 Security. It is a Gated Community. There is provision for Visitor Parking. These amenities make this property totally aspirational.Lodha Codename Limited Edition has all approvals in place as mandated by the state regulatory authority. RERA ID of this project is P51800031360.Lodha Group is a renowned name in the real estate space. Founded in 1980, the company has developed as many as 304 projects.Social infrastructure like banks, schools and parks surround Mulund East area.  It is also very well-connected to various parts of the city by public transport network.","['https://is1-2.housingcdn.com/4f2250e8/4379f8bc348e289f95a44d136b6f5a84/v0/_p/lodha_codename_limited_edition-mulund_east-mumbai-lodha_group.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/4379f8bc348e289f95a44d136b6f5a84/v0/large/lodha_codename_limited_edition-mulund_east-mumbai-lodha_group.jpeg', 'https://img.youtube.com/vi/cppeKWmgvAk/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/6f4dae276eae8501498dc182c3dda384/v0/_p.jpeg']",2.5 Acres,,"May, 2021"
75,HS Pearl,"VB Phadke Marg, Mulund East, Central Mumbai Suburbs, Mumbai","1, 2, 3, 5 BHK Apartment, Duplexes","Dec, 2024",2.69 Lacs/sq.mt,39.95 sq.mt. - 100.34 sq.mt.,"Looking for Apartment in Mulund East, Mumbai?. HS Pearl is a project by HS Group. The project is offering 1 BHK, 2 BHK. It is set in 0.34 Acres . HS Pearl is a Under Construction residential project. There are 39 units. There is 1 building in this project. As per the area plan, units are in the size range of 39.95 - 57.6 sq.mt.. HS Pearl is located in VB Phadke Marg, Mulund East.HS Pearl offers a host of facilities for residents. This includes Gymnasium, Power Backup. Other provisions include access to Landscaping & Tree Planting, Solid Waste Management And Disposal, Storm Water Drains, The property is has Fire Protection And Fire Safety Requirements. These amenities in HS Pearl are those that every homebuyer aspires for!.RERA ID is P51800029946.HS Pearl is RERA-compliant and all necessary approvals are in place.Mulund East is well-connected to other parts of city by road, which passes through the heart of this suburb.  Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-3.housingcdn.com/4f2250e8/9f96ce8739b87a9250d470e7df9aa631/v0/_p/hs_pearl-mulund_east-mumbai-hs_group.jpeg', 'https://is1-3.housingcdn.com/4f2250e8/9f96ce8739b87a9250d470e7df9aa631/v0/large/hs_pearl-mulund_east-mumbai-hs_group.jpeg', 'https://is1-2.housingcdn.com/012c1500/5efda0e13b64b229e35b674119b143bf/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/72145d85b6bad1eaab66365a44077d70/v0/_p.jpeg']",0.34 Acres,1 Building - 39 units,
76,Neelam Senroof,"Pioneer Housing, Off. Goregaon Mulund Link Road, Nahur East, Central Mumbai Suburbs, Mumbai","2, 3 BHK Apartments",Ready to Move,13.50 K/sq.ft,1090.00 sq.ft. - 1825.00 sq.ft.,"Looking for Apartment in Mulund East, Mumbai?. Neelam Senroof is a project by Neelam Realtors. The project is offering 2 BHK, 3 BHK. Neelam Senroof is a Ready to Move residential project. There are 344 units. There are 2 buildings in this project. As per the area plan, units are in the size range of 1090.0 - 1825.0 sq.ft.. Neelam Senroof is located in Pioneer Housing, Off. Goregaon Mulund Link Road, Nahur East, Mumbai. Neelam Senroof was launched in March 2010.Neelam Senroof offers a host of facilities for residents. This includes Lift, Rainwater Harvesting, Gymnasium. For families with kids, there is Children's Play Area, nearby apart from Swimming Pool. Sportsies can use Cycling & Jogging Track. These amenities in Neelam Senroof are those that every homebuyer aspires for!.For home loans, interested buyers can seek financing from major banks like PNB Housing Finance, Axis Bank, HDFC, Indiabulls Finance, IIFL, Citibank, L&T Housing Finance, DHFL.Mulund East is well-connected to other parts of city by road, which passes through the heart of this suburb. Prominent shopping malls, movie theatres, school, and hospitals are present in proximity of this residential project.","['https://is1-2.housingcdn.com/4f2250e8/11666951b332335990b83957480df6ec/v5/_p/neelam_senroof-mulund_east-mumbai-neelam_realtors.jpg', 'https://is1-2.housingcdn.com/4f2250e8/11666951b332335990b83957480df6ec/v5/large/neelam_senroof-mulund_east-mumbai-neelam_realtors.jpg', 'https://img.youtube.com/vi/oxUV0YuBBOA\t/hqdefault.jpg', 'https://is1-3.housingcdn.com/012c1500/4df4f42f97d625e9ad6e3668bac6e6a9/v0/_p.jpg']",,2 Buildings - 344 units,"Feb, 2010"
77,Aditya Sai Prasad,"Plot No. 349, Near WING-A, 90 Feet Rd, Hanuman Chowk, Vikhroli, Central Mumbai Suburbs, Mumbai","1, 2 BHK Apartments","Jun, 2021",17.40 K/sq.ft,342.00 sq.ft. - 527.00 sq.ft.,"Aditya Sai Prasad is a residential project by Adityaraj Builders located at Mulund East in Mumbai. The key amenities of the project include . Owing to its location, facilities such as schools, hospitals, ATMs, and markets are available at a close distance from Aditya Sai Prasad. An extensive network of public transports in the close vicinity makes the project accessible.","['https://is1-2.housingcdn.com/4f2250e8/4688b0f8a83c71cb3470f81180ffadf9/v0/_p/aditya_sai_prasad-mulund_east-mumbai-adityaraj_builders.jpeg', 'https://is1-2.housingcdn.com/4f2250e8/4688b0f8a83c71cb3470f81180ffadf9/v0/large/aditya_sai_prasad-mulund_east-mumbai-adityaraj_builders.jpeg', 'https://is1-2.housingcdn.com/012c1500/7cf4864f2a9b54b90b2527f4c64804e6/v0/_p.jpeg', 'https://is1-3.housingcdn.com/012c1500/2d072baf74eb30069742b0f47e192608/v0/_p.jpeg']",,1 Building - 110 units,"Jun, 2017"
